Rank,Name,Platform,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
614,Marvel: Ultimate Alliance,X360,Role-Playing,Activision,2.29,0.02,0,0.19,2.5
634,Need for Speed Carbon: Own the City,PSP,Racing,Electronic Arts,0.87,0.98,0,0.59,2.44
709,Super Monkey Ball: Banana Blitz,Wii,Misc,Sega,1.07,0.92,0.04,0.24,2.27
734,Devil May Cry 3: Dante's Awakening Special Edition,PS2,Action,Capcom,1.06,0.82,0.05,0.28,2.21
743,Saints Row,X360,Action,THQ,1.17,0.78,0.02,0.22,2.19
752,Pokemon Ranger,DS,Role-Playing,Nintendo,1.29,0.04,0.73,0.12,2.18
770,Tetris DS,DS,Puzzle,Nintendo,0.64,0.07,1.35,0.08,2.13
774,Final Fantasy III,DS,Role-Playing,Square Enix,0.91,0.05,1.07,0.09,2.12
794,Dead Rising,X360,Action,Capcom,1.16,0.65,0.08,0.2,2.09
798,The Sims 2: Pets,DS,Simulation,Electronic Arts,0.92,0.94,0,0.22,2.09
834,SOCOM: U.S. Navy SEALs: Combined Assault,PS2,Shooter,Sony Computer Entertainment,1.74,0.02,0,0.28,2.04
871,Kirby Squeak Squad,DS,Platform,Nintendo,0.79,0.03,1.05,0.08,1.96
872,Tom Clancy's Rainbow Six: Vegas,X360,Shooter,Ubisoft,1.09,0.65,0.02,0.2,1.96
966,Madden NFL 07,X360,Sports,Electronic Arts,1.66,0,0.01,0.13,1.8
974,Dragon Quest Monsters: Joker,DS,Role-Playing,Square Enix,0.23,0.03,1.49,0.03,1.78
1048,Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS,DS,Misc,Nintendo,0,0,1.71,0,1.71
1058,NCAA Football 07,PS2,Sports,Electronic Arts,1.41,0.05,0,0.23,1.7
1075,World Championship Poker: Featuring Howard Lederer - All In,PS2,Misc,Oxygen Interactive,0.82,0.64,0,0.22,1.68
1088,Fight Night Round 3,PS3,Fighting,Electronic Arts,0.81,0.59,0.01,0.26,1.67
1105,Need for Speed Carbon,X360,Racing,Electronic Arts,0.76,0.7,0.02,0.18,1.66
1126,Viva Pinata,X360,Simulation,Microsoft Game Studios,0.45,0.96,0.02,0.2,1.63
1138,Mario Hoops 3 on 3,DS,Sports,Nintendo,0.99,0.04,0.49,0.1,1.62
1141,Pokemon Battle Revolution,Wii,Role-Playing,Nintendo,0.8,0.38,0.3,0.13,1.61
1162,The Legend of Zelda: Twilight Princess,GC,Action,Nintendo,1.15,0.36,0.04,0.04,1.59
1188,Fight Night Round 3,PS2,Fighting,Electronic Arts,1.07,0.4,0,0.1,1.56
1215,Tom Clancy's Ghost Recon Advanced Warfighter,X360,Shooter,Ubisoft,1.4,0.02,0.02,0.1,1.54
1240,Call of Duty 3,PS3,Shooter,Activision,0.6,0.63,0.03,0.26,1.52
1274,Buzz! The BIG Quiz,PS2,Misc,Sony Computer Entertainment,0,1.1,0,0.39,1.49
1278,Bratz: Forever Diamondz,DS,Adventure,THQ,0.43,0.88,0,0.18,1.48
1279,Dirge of Cerberus: Final Fantasy VII,PS2,Shooter,Square Enix,0.47,0.37,0.52,0.12,1.48
1292,Fight Night Round 3,X360,Fighting,Electronic Arts,1.33,0.03,0.01,0.1,1.47
1315,SNK vs. Capcom: The Match of the Millennium,PSP,Fighting,Sega,0.53,0.58,0,0.35,1.46
1336,Sonic Rivals,PSP,Racing,Sega,0.73,0.42,0,0.28,1.44
1342,Rayman Raving Rabbids,Wii,Misc,Ubisoft,1.23,0.07,0.02,0.11,1.44
1368,LEGO Star Wars II: The Original Trilogy,PSP,Action,LucasArts,0.58,0.51,0,0.32,1.41
1416,Ridge Racer 7,PS3,Racing,Namco Bandai Games,0.24,0.7,0.16,0.26,1.37
1459,Lost Planet: Extreme Condition,X360,Shooter,Capcom,1.09,0.04,0.1,0.11,1.34
1463,Need for Speed Carbon,PS2,Racing,Electronic Arts,1.22,0.05,0.05,0.01,1.34
1518,NBA Live 07,PS2,Sports,Electronic Arts,1.07,0.04,0.02,0.17,1.3
1527,Need for Speed Carbon,Wii,Racing,Electronic Arts,0.46,0.66,0.02,0.15,1.29
1577,Need for Speed Carbon,PS3,Racing,Electronic Arts,0.49,0.52,0.03,0.21,1.26
1594,Black,PS2,Shooter,Electronic Arts,1.01,0.04,0.03,0.16,1.25
1641,Parfait: Chocolat Second Style,PS2,Adventure,Alchemist,0.59,0.46,0.01,0.15,1.22
1643,Cars,PSP,Racing,THQ,0.72,0.29,0,0.21,1.22
1653,Cars,PS2,Racing,THQ,1.01,0.04,0,0.16,1.21
1666,FIFA Soccer 07,PSP,Sports,Electronic Arts,0.24,0.65,0,0.32,1.21
1683,Mario vs. Donkey Kong 2: March of the Minis,DS,Puzzle,Nintendo,0.74,0.03,0.36,0.07,1.2
1687,Metal Gear Solid: Portable Ops,PSP,Action,Konami Digital Entertainment,0.38,0.35,0.38,0.09,1.19
1695,Scarface: The World is Yours,PS2,Action,Vivendi Games,0.99,0.04,0,0.16,1.19
1717,Sonic the Hedgehog,PS3,Platform,Sega,0.41,0.07,0.04,0.66,1.18
1746,Midnight Club 3: DUB Edition Remix,PS2,Racing,Take-Two Interactive,0.97,0.04,0,0.16,1.16
1807,Cars,GBA,Racing,THQ,0.81,0.3,0,0.02,1.13
1866,SingStar Legends,PS2,Misc,Sony Computer Entertainment,0.12,0.75,0,0.23,1.1
1867,SingStar Rocks!,PS2,Misc,Sony Computer Entertainment,0,0.84,0,0.25,1.1
1875,Yakuza 2,PS2,Adventure,Sega,0.05,0.04,0.84,0.16,1.09
1882,LEGO Star Wars II: The Original Trilogy,DS,Action,LucasArts,0.96,0.04,0,0.08,1.09
1885,The Godfather,PS2,Action,Electronic Arts,0.89,0.03,0.01,0.15,1.09
1921,Call of Duty 3,PS2,Shooter,Activision,0.89,0.03,0,0.15,1.07
1940,Mortal Kombat: Armageddon,PS2,Fighting,Midway Games,0.88,0.04,0,0.14,1.06
1968,SOCOM: U.S. Navy SEALs Fireteam Bravo 2,PSP,Shooter,Sony Computer Entertainment,0.81,0.11,0,0.13,1.05
1985,Sonic the Hedgehog,X360,Platform,Sega,0.44,0.49,0,0.11,1.05
2000,Dance Dance Revolution SuperNOVA,PS2,Simulation,Konami Digital Entertainment,0.87,0.03,0,0.14,1.04
2039,Madden NFL 07,XB,Sports,Electronic Arts,0.97,0.03,0,0.03,1.02
2051,Oshare Majo Love and Berry: DS Collection,DS,Misc,Sega,0,0,1.01,0,1.01
2069,Winning Eleven: Pro Evolution Soccer 2007 (All Region sales),X360,Sports,Konami Digital Entertainment,0.08,0.9,0.02,0,1
2090,Ace Combat X: Skies of Deception,PSP,Simulation,Namco Bandai Games,0.37,0.31,0.12,0.19,0.99
2106,Cars,DS,Racing,THQ,0.85,0.05,0,0.08,0.98
2128,Tamagotchi Connection: Corner Shop 2,DS,Simulation,Namco Bandai Games,0.09,0.02,0.86,0.01,0.98
2146,LEGO Star Wars II: The Original Trilogy,GC,Action,LucasArts,0.75,0.19,0,0.03,0.97
2158,Gangs of London,PSP,Adventure,Sony Computer Entertainment,0.3,0.44,0,0.22,0.96
2167,Mega Man Star Force Dragon / Leo / Pegasus,DS,Action,Capcom,0.39,0,0.53,0.03,0.96
2203,Cars,Wii,Racing,THQ,0.83,0.04,0,0.07,0.94
2215,Bully,PS2,Action,Take-Two Interactive,0.75,0.03,0.04,0.12,0.94
2219,MLB 06: The Show,PS2,Sports,Sony Computer Entertainment,0.78,0.03,0,0.13,0.94
2241,Cars,GC,Racing,THQ,0.72,0.19,0,0.03,0.93
2248,Blue Dragon,X360,Role-Playing,Microsoft Game Studios,0.3,0.33,0.21,0.08,0.92
2254,SpongeBob SquarePants: The Yellow Avenger,PSP,Action,THQ,0.55,0.21,0,0.16,0.92
2269,Sonic Riders,GC,Racing,Sega,0.71,0.18,0,0.03,0.92
2308,Hot Shots Tennis,PS2,Sports,Sony Computer Entertainment,0.17,0.13,0.55,0.05,0.9
2328,Killzone: Liberation,PSP,Shooter,Sony Computer Entertainment,0.44,0.28,0,0.18,0.89
2348,Monster 4X4: World Circuit,Wii,Racing,Ubisoft,0.81,0,0.01,0.07,0.89
2354,SingStar Anthems,PS2,Misc,Sony Computer Entertainment,0,0.68,0,0.2,0.89
2394,Tony Hawk's Project 8,PS2,Sports,Activision,0.72,0.03,0,0.12,0.87
2405,Lemmings,PSP,Puzzle,Sony Computer Entertainment,0.12,0.52,0,0.23,0.87
2413,Winning Eleven: Pro Evolution Soccer 2007,PSP,Sports,Konami Digital Entertainment,0.01,0.72,0.12,0.01,0.86
2510,Marvel: Ultimate Alliance,PS2,Role-Playing,Activision,0.69,0.03,0,0.11,0.82
2534,Disney's The Little Mermaid: Ariel's Undersea Adventure,DS,Action,Disney Interactive Studios,0.73,0.03,0,0.06,0.81
2572,The Sims 2: Pets,PSP,Simulation,Electronic Arts,0.19,0.39,0,0.22,0.8
2599,Dragon Ball Z: Budokai Tenkaichi 2,PS2,Fighting,Atari,0.66,0.02,0,0.11,0.79
2630,Tom Clancy's Splinter Cell: Double Agent,X360,Action,Ubisoft,0.67,0.05,0.01,0.06,0.78
2634,Metroid Prime Hunters,DS,Shooter,Nintendo,0.58,0.04,0.11,0.06,0.78
2646,Worms: Open Warfare,PSP,Strategy,THQ,0.11,0.43,0,0.24,0.78
2650,NBA 2K7,PS2,Sports,Take-Two Interactive,0.65,0.02,0,0.11,0.78
2725,Rockstar Games presents Table Tennis,X360,Sports,Take-Two Interactive,0.28,0.39,0,0.09,0.76
2727,Genji: Days of the Blade,PS3,Action,Sony Computer Entertainment,0.18,0.38,0.06,0.14,0.76
2757,MVP 06 NCAA Baseball,PS2,Sports,Electronic Arts,0.62,0.02,0,0.1,0.75
2765,Jump Ultimate Stars,DS,Fighting,Nintendo,0,0,0.74,0,0.74
2772,Mortal Kombat: Unchained,PSP,Fighting,Midway Games,0.67,0.01,0,0.06,0.74
2813,NCAA Football 07,X360,Sports,Electronic Arts,0.67,0,0,0.06,0.73
2837,Tiger Woods PGA Tour 07,PS2,Sports,Electronic Arts,0.6,0.02,0,0.1,0.72
2954,MX vs. ATV Unleashed: On the Edge,PSP,Racing,THQ,0.64,0,0,0.05,0.69
3000,Red Steel,Wii,Shooter,Ubisoft,0.55,0.04,0.04,0.05,0.68
3002,Tourist Trophy: The Real Riding Simulator,PS2,Racing,Sony Computer Entertainment,0.28,0.22,0.11,0.07,0.68
3018,Blazing Angels: Squadrons of WWII,PS3,Simulation,Ubisoft,0.35,0.22,0,0.1,0.67
3022,Zaidan Houjin Nippon Kanji Nouryoko Kentei Kyoukai Kounin: KanKen DS,DS,Misc,Rocket Company,0,0,0.67,0,0.67
3044,WWE SmackDown vs. RAW 2007,PSP,Fighting,THQ,0.33,0.2,0,0.14,0.67
3052,Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Koushiki Soft: 200 Mannin no KanKen: Tokoton Kanji Nou,DS,Misc,IE Institute,0,0,0.66,0,0.66
3064,Thrillville,PS2,Strategy,Atari,0.55,0.02,0,0.09,0.66
3157,LEGO Star Wars II: The Original Trilogy,X360,Action,LucasArts,0.55,0.04,0,0.05,0.64
3164,Onimusha: Dawn of Dreams,PS2,Action,Capcom,0.15,0.12,0.34,0.04,0.64
3198,Tony Hawk's Project 8,PS3,Sports,Activision,0.3,0.23,0.01,0.1,0.63
3230,Okami,PS2,Action,Capcom,0.11,0.03,0.15,0.34,0.63
3248,Madden NFL 07,GC,Sports,Electronic Arts,0.48,0.13,0,0.02,0.62
3284,Formula 1: Championship Edition,PS3,Racing,Sony Computer Entertainment,0,0.57,0.04,0,0.61
3291,Samurai Warriors 2,PS2,Action,Tecmo Koei,0.02,0.02,0.57,0.01,0.61
3358,Jaws Unleashed,PS2,Action,THQ,0.5,0.02,0,0.08,0.6
3484,NBA 2K7,X360,Sports,Take-Two Interactive,0.53,0,0,0.04,0.58
3486,Phoenix Wright: Ace Attorney - Justice for All,DS,Adventure,Capcom,0.24,0.05,0.26,0.03,0.58
3494,Naruto: Uzumaki Chronicles 2,PS2,Action,Namco Bandai Games,0.28,0.22,0,0.07,0.58
3532,Dogz,DS,Simulation,Ubisoft,0.51,0.02,0,0.04,0.57
3544,FIFA World Cup Germany 2006,PS2,Sports,Electronic Arts,0.47,0.02,0,0.08,0.57
3567,Arena Football,PS2,Sports,Electronic Arts,0.28,0.22,0,0.07,0.56
3574,Harry Potter Collection,PS2,Misc,Electronic Arts,0.28,0.21,0,0.07,0.56
3575,Tony Hawk's Project 8,PSP,Sports,Activision,0.41,0.08,0,0.07,0.56
3612,Catz,DS,Simulation,Ubisoft,0.49,0.02,0,0.04,0.56
3621,Rune Factory: A Fantasy Harvest Moon,DS,Role-Playing,Rising Star Games,0.37,0.02,0.14,0.03,0.56
3623,Rapala Tournament Fishing!,Wii,Sports,Activision,0.51,0,0,0.04,0.56
3626,NCAA Football 07,XB,Sports,Electronic Arts,0.42,0.12,0,0.01,0.56
3637,The Godfather (old US sales),XB,Action,Electronic Arts,0.42,0.11,0,0.02,0.55
3688,Dragon Ball Z: Shin Budokai,PSP,Fighting,Atari,0.26,0.08,0.13,0.07,0.55
3695,FIFA Soccer 07,XB,Sports,Electronic Arts,0.16,0.35,0,0.04,0.54
3698,Excite Truck,Wii,Racing,Nintendo,0.4,0.03,0.08,0.04,0.54
3742,Star Fox Command,DS,Shooter,Nintendo,0.39,0.01,0.1,0.04,0.54
3746,Over the Hedge,PS2,Platform,Activision,0.45,0.02,0,0.07,0.54
3773,Mystery Dungeon: Shiren the Wanderer,DS,Role-Playing,Sega,0.18,0,0.33,0.02,0.53
3828,GT Pro Series,Wii,Racing,Ubisoft,0.46,0.01,0.02,0.04,0.52
3829,Tales of Destiny,PS2,Role-Playing,Namco Bandai Games,0,0,0.52,0,0.52
3833,Fight Night Round 3,PSP,Fighting,Electronic Arts,0.46,0.02,0,0.05,0.52
3858,Tomb Raider: Legend,PS2,Action,Eidos Interactive,0.25,0.19,0.02,0.06,0.52
3864,Madden NFL 07,PS3,Sports,Electronic Arts,0.47,0,0.01,0.04,0.52
3867,Kenkou Ouen Recipe 1000: DS Kondate Zenshuu,DS,Misc,Nintendo,0,0,0.52,0,0.52
3873,The Sims 2: Open for Business,PC,Simulation,Electronic Arts,0.46,0.05,0,0,0.52
3902,NBA Live 07,PSP,Sports,Electronic Arts,0.47,0,0,0.04,0.51
3914,SpongeBob SquarePants: Creature from the Krusty Krab,Wii,Platform,THQ,0.45,0.02,0,0.04,0.51
3919,WWE SmackDown vs. RAW 2007,X360,Fighting,THQ,0.44,0.03,0,0.04,0.51
3920,Ace Combat Zero: The Belkan War,PS2,Simulation,Namco Bandai Games,0.15,0.12,0.2,0.04,0.51
3927,NHL 07,PS2,Sports,Electronic Arts,0.42,0.02,0,0.07,0.51
3934,Burnout Revenge,X360,Racing,Electronic Arts,0.42,0.05,0,0.04,0.51
3952,Sonic Riders,PS2,Racing,Sega,0.42,0.02,0,0.07,0.5
3958,Tiger Woods PGA Tour 07,PS3,Sports,Electronic Arts,0.31,0.12,0,0.07,0.5
3963,Avatar: The Last Airbender,GC,Adventure,THQ,0.39,0.1,0,0.01,0.5
3966,Hitman: Blood Money,PS2,Action,Eidos Interactive,0.25,0.19,0,0.06,0.5
3977,Madden NFL 07,Wii,Sports,Electronic Arts,0.46,0,0,0.04,0.5
4024,Tony Hawk's Project 8,X360,Sports,Activision,0.44,0.02,0,0.04,0.49
4038,SpongeBob SquarePants: Creature from the Krusty Krab,DS,Platform,THQ,0.45,0,0,0.04,0.49
4042,Mobile Suit Gundam Seed Destiny: Rengou vs. Z.A.F.T. II Plus,PS2,Shooter,Namco Bandai Games,0,0,0.49,0,0.49
4044,Scarface: The World is Yours,XB,Action,Vivendi Games,0.37,0.11,0,0.02,0.49
4089,Children of Mana,DS,Role-Playing,Nintendo,0.16,0.01,0.29,0.02,0.48
4104,Destroy All Humans! 2,PS2,Action,THQ,0.4,0.02,0,0.07,0.48
4107,Tiger Woods PGA Tour 07,X360,Sports,Electronic Arts,0.44,0,0,0.04,0.48
4139,FIFA World Cup Germany 2006,X360,Sports,Electronic Arts,0.19,0.27,0.01,0,0.48
4158,The Godfather (JP sales),PS2,Action,Electronic Arts,0.39,0.02,0,0.06,0.47
4160,Hamsterz Life,DS,Action,Ubisoft,0.43,0.01,0,0.04,0.47
4177,Valkyrie Profile 2: Silmeria,PS2,Role-Playing,Square Enix,0.04,0.03,0.39,0.01,0.47
4199,NBA Ballers: Phenom,PS2,Sports,Midway Games,0.23,0.18,0,0.06,0.47
4200,Need for Speed Carbon,XB,Racing,Electronic Arts,0.35,0.1,0,0.02,0.47
4213,Pirates of the Caribbean: Dead Man's Chest,GBA,Adventure,Disney Interactive Studios,0.33,0.12,0,0.01,0.47
4251,ATV Offroad Fury Pro,PSP,Racing,Sony Computer Entertainment,0.37,0.04,0,0.05,0.46
4261,Brothers In Arms: D-Day,PSP,Shooter,Ubisoft,0.23,0.14,0,0.09,0.46
4276,Bleach: The Blade of Fate,DS,Fighting,Sega,0.3,0.01,0.12,0.03,0.46
4284,Tomb Raider: Legend,PSP,Action,Eidos Interactive,0.09,0.24,0,0.12,0.46
4293,NBA Live 07,X360,Sports,Electronic Arts,0.42,0,0,0.04,0.46
4334,NFL Head Coach,PS2,Sports,Electronic Arts,0.38,0.01,0,0.06,0.45
4374,Shin Megami Tensei: Persona 3,PS2,Role-Playing,Tecmo Koei,0.22,0.03,0,0.2,0.45
4413,Major League Baseball 2K6,PS2,Sports,Spike,0.37,0.01,0,0.06,0.44
4430,The Godfather (US sales),XB,Action,Electronic Arts,0.33,0.1,0,0.02,0.44
4445,LEGO Star Wars II: The Original Trilogy,XB,Action,LucasArts,0.33,0.1,0,0.02,0.44
4491,Master of Illusion,DS,Puzzle,Nintendo,0.16,0,0.26,0.01,0.44
4537,Castlevania: Portrait of Ruin,DS,Platform,Konami Digital Entertainment,0.33,0.03,0.04,0.03,0.43
4547,Tales of the World: Radiant Mythology,PSP,Role-Playing,Ubisoft,0.17,0.01,0.23,0.02,0.43
4549,Dawn of Mana,PS2,Role-Playing,Square Enix,0.07,0.05,0.29,0.02,0.43
4550,Microsoft Flight Simulator X,PC,Simulation,Microsoft Game Studios,0.02,0.34,0,0.07,0.43
4567,Juiced: Eliminator,PSP,Racing,THQ,0.11,0.2,0,0.12,0.43
4568,Naruto: Ninja Council 3,DS,Action,D3Publisher,0.39,0,0,0.03,0.42
4578,25 to Life,PS2,Shooter,Eidos Interactive,0.35,0.01,0,0.06,0.42
4599,Horsez,DS,Simulation,Ubisoft,0.38,0.01,0,0.03,0.42
4635,Blazing Angels: Squadrons of WWII,X360,Simulation,Ubisoft,0.36,0.03,0,0.03,0.42
4654,Black,XB,Shooter,Electronic Arts,0.31,0.09,0,0.01,0.42
4656,Double Pack: Finding Nemo / The Incredibles,XB,Action,THQ,0.31,0.09,0,0.01,0.42
4711,X-Men: The Official Game,PS2,Action,Activision,0.2,0.16,0,0.05,0.41
4748,Battlefield 2: Modern Combat,X360,Shooter,Electronic Arts,0.35,0.02,0.01,0.03,0.41
4750,Buzz! Junior: Jungle Party,PS2,Misc,Sony Computer Entertainment,0.2,0.16,0,0.05,0.41
4752,Marvel: Ultimate Alliance,Wii,Role-Playing,Activision,0.37,0.01,0,0.03,0.41
4845,Rampage: Total Destruction,GC,Action,Midway Games,0.31,0.08,0,0.01,0.4
4849,Mother 3,GBA,Role-Playing,Nintendo,0,0,0.39,0.01,0.4
4875,Hitman: Blood Money,X360,Action,Eidos Interactive,0.29,0.06,0.01,0.03,0.4
4912,LocoRoco,PSP,Platform,Sony Computer Entertainment,0.14,0.05,0.16,0.04,0.39
4948,Marvel: Ultimate Alliance,PS3,Role-Playing,Activision,0.33,0.02,0,0.04,0.39
4960,Ice Age 2: The Meltdown,PS2,Platform,Vivendi Games,0.19,0.15,0,0.05,0.39
4972,Tomb Raider: Legend,X360,Action,Eidos Interactive,0.27,0.08,0.01,0.03,0.39
5030,Elite Beat Agents,DS,Misc,Nintendo,0.31,0.03,0,0.03,0.38
5031,NBA 2K7,PS3,Sports,Take-Two Interactive,0.3,0.04,0,0.04,0.38
5074,The Legend of Spyro: A New Beginning,DS,Platform,Vivendi Games,0.34,0.01,0,0.03,0.38
5086,Super Dragon Ball Z,PS2,Fighting,Atari,0.09,0.07,0.19,0.02,0.37
5102,Major League Baseball 2K6,X360,Sports,Spike,0.34,0,0,0.03,0.37
5104,Petz: Catz 2,PS2,Simulation,Ubisoft,0.18,0.14,0,0.05,0.37
5114,Rampage: Total Destruction,PS2,Action,Midway Games,0.18,0.14,0,0.05,0.37
5142,Marvel: Ultimate Alliance,PSP,Role-Playing,Activision,0.33,0,0,0.03,0.37
5145,FIFA Street 2,PS2,Sports,Electronic Arts,0.17,0.13,0.02,0.04,0.37
5150,Xenosaga Episode III: Also sprach Zarathustra,PS2,Role-Playing,Namco Bandai Games,0.09,0.07,0.18,0.02,0.37
5162,NCAA Football 07,PSP,Sports,Electronic Arts,0.34,0,0,0.03,0.37
5182,Valkyrie Profile: Lenneth,PSP,Role-Playing,Square Enix,0.17,0.01,0.16,0.02,0.36
5268,Trauma Center: Second Opinion,Wii,Simulation,Nintendo,0.28,0.02,0.03,0.03,0.35
5273,Suikoden V,PS2,Role-Playing,Konami Digital Entertainment,0.08,0.06,0.19,0.02,0.35
5288,Jikkyou Powerful Pro Yakyuu 13,PS2,Sports,Konami Digital Entertainment,0,0,0.35,0,0.35
5312,Need for Speed Carbon,GC,Racing,Electronic Arts,0.27,0.07,0,0.01,0.35
5343,MLB 06: The Show,PSP,Sports,Sony Computer Entertainment,0.32,0,0,0.03,0.35
5345,Over the Hedge,GC,Platform,Activision,0.27,0.07,0,0.01,0.35
5358,Dynasty Warriors 5 Empires,PS2,Action,Tecmo Koei,0.11,0.09,0.12,0.03,0.34
5366,F.E.A.R.,X360,Shooter,Vivendi Games,0.28,0.03,0,0.03,0.34
5367,Tenchu Z,X360,Action,Microsoft Game Studios,0.27,0.02,0.02,0.03,0.34
5406,MVP 06 NCAA Baseball,XB,Sports,Electronic Arts,0.25,0.07,0,0.01,0.34
5436,Avatar: The Last Airbender,DS,Adventure,THQ,0.3,0.01,0,0.03,0.34
5444,Tom Clancy's Ghost Recon Advanced Warfighter,XB,Shooter,Ubisoft,0.21,0.11,0,0.01,0.33
5456,Street Fighter Alpha 3 MAX,PSP,Fighting,Capcom,0.27,0.01,0.02,0.03,0.33
5457,Untold Legends: The Warriors Code,PSP,Role-Playing,Ubisoft,0.14,0.12,0,0.08,0.33
5481,Jeanne d'Arc,PSP,Role-Playing,Sony Computer Entertainment,0.21,0,0.1,0.02,0.33
5498,Capcom Classics Collection Reloaded,PSP,Misc,Capcom,0.26,0,0.03,0.03,0.33
5506,Fight Night Round 3,XB,Fighting,Electronic Arts,0.26,0.06,0,0.01,0.33
5515,Disgaea 2: Cursed Memories,PS2,Role-Playing,Tecmo Koei,0.09,0.07,0.15,0.02,0.33
5523,Elebits,Wii,Action,Konami Digital Entertainment,0.22,0.01,0.08,0.02,0.33
5531,SpongeBob SquarePants: Creature from the Krusty Krab,GC,Platform,THQ,0.25,0.07,0,0.01,0.33
5559,Teen Titans,GC,Action,THQ,0.25,0.07,0,0.01,0.33
5570,Bleach: Shattered Blade,Wii,Fighting,Sega,0.22,0.01,0.08,0.02,0.33
5572,Major League Baseball 2K6,XB,Sports,Take-Two Interactive,0.24,0.07,0,0.01,0.33
5588,Test Drive Unlimited,X360,Racing,Atari,0.23,0.04,0.02,0.03,0.32
5611,Prey,X360,Shooter,Take-Two Interactive,0.27,0.03,0,0.03,0.32
5737,Happy Feet,DS,Action,Midway Games,0.27,0.01,0,0.02,0.31
5762,Naruto: Ninja Destiny (US sales),DS,Fighting,Namco Bandai Games,0.31,0,0,0,0.31
5783,Lord of the Rings: Battle for Middle-Earth,X360,Strategy,Electronic Arts,0.28,0,0,0.02,0.31
5787,Math Play,DS,Puzzle,Ubisoft,0.28,0,0,0.02,0.31
5825,Nicktoons: Battle for Volcano Island,DS,Action,THQ,0.28,0,0,0.02,0.3
5841,Lumines ll,PSP,Puzzle,Disney Interactive Studios,0.12,0.12,0,0.07,0.3
5843,1701 A.D.,PC,Simulation,Deep Silver,0,0.25,0,0.05,0.3
5857,Rhythm Tengoku,GBA,Misc,Nintendo,0,0,0.3,0.01,0.3
5861,24: The Game,PS2,Adventure,Sony Computer Entertainment,0.15,0.12,0,0.04,0.3
5889,Nounai Aeshe: IQ Suppli DS,DS,Misc,Spike,0,0,0.3,0,0.3
5899,N3: Ninety-Nine Nights,X360,Action,Microsoft Game Studios,0.2,0.03,0.05,0.02,0.3
