Rank,Name,Platform,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
1401,True Crime: Streets of LA,XB,Action,Activision,0.96,0.37,0,0.05,1.38
1426,Crash Bandicoot 2: N-Tranced,GBA,Platform,Vivendi Games,0.63,0.66,0,0.07,1.36
1448,The Simpsons: Hit & Run,XB,Racing,Vivendi Games,0.7,0.58,0,0.07,1.35
1464,Max Payne 2: The Fall of Max Payne,PS2,Shooter,Take-Two Interactive,0.65,0.51,0,0.17,1.34
1476,The Sims: Bustin' Out,GBA,Simulation,Electronic Arts,0.93,0.35,0,0.06,1.33
1495,Mega Man Battle Network 4: Red Sun / Blue Moon,GBA,Role-Playing,Capcom,0.31,0.04,0.96,0.01,1.32
1534,Pirates of the Caribbean: The Curse of the Black Pearl,GBA,Platform,TDK Mediactive,0.93,0.34,0,0.02,1.29
1549,Manhunt,PS2,Action,Take-Two Interactive,0.63,0.49,0,0.16,1.28
1561,Tony Hawk's Underground,XB,Sports,Activision,0.85,0.37,0,0.05,1.27
1567,Sonic Adventure DX: Director's Cut,GC,Platform,Sega,0.87,0.3,0.06,0.03,1.27
1578,Championship Manager 03/04,PC,Sports,Eidos Interactive,0,1.15,0,0.11,1.26
1596,Lara Croft Tomb Raider: The Angel of Darkness,PS2,Action,Eidos Interactive,0.61,0.48,0,0.16,1.25
1618,Disney's Tarzan / Disney's Aladdin in Nasira's Revenge / Disney's The Emperor's New Groove Action Game,PS,Misc,Sony Computer Entertainment,0.69,0.47,0,0.08,1.23
1623,SpongeBob SquarePants: Battle for Bikini Bottom,GBA,Platform,THQ,0.88,0.33,0,0.02,1.23
1628,"WarioWare, Inc.: Mega MicroGame$",GBA,Puzzle,Nintendo,0.4,0.11,0.7,0.02,1.23
1663,Need for Speed Underground,GC,Racing,Electronic Arts,0.69,0.48,0.01,0.03,1.21
1681,Enter the Matrix,XB,Action,Atari,0.72,0.43,0.01,0.04,1.2
1691,The Simpsons: Road Rage,GBA,Racing,THQ,0.86,0.32,0,0.02,1.19
1732,Cabela's Dangerous Hunts,PS2,Sports,Zoo Digital Publishing,0.57,0.45,0,0.15,1.17
1735,Medal of Honor: Rising Sun,XB,Shooter,Electronic Arts,0.76,0.36,0,0.05,1.17
1777,Donkey Konga,GC,Misc,Nintendo,0.5,0.16,0.46,0.03,1.15
1780,Tak and the Power of Juju,PS2,Platform,THQ,0.56,0.44,0,0.15,1.15
1785,Tenchu: Wrath of Heaven,PS2,Action,Activision,0.44,0.34,0.25,0.11,1.14
1797,The Lord of the Rings: The Return of the King,XB,Action,Electronic Arts,0.71,0.38,0,0.05,1.14
1833,Counter-Strike,XB,Shooter,Microsoft Game Studios,0.85,0.23,0,0.04,1.11
1868,Tales of Symphonia,GC,Role-Playing,Nintendo,0.54,0.21,0.31,0.04,1.1
1877,Dragon Ball Z: The Legacy of Goku II,GBA,Role-Playing,Atari,0.78,0.29,0,0.02,1.09
1883,Madden NFL 2004,XB,Sports,Electronic Arts,1.02,0.02,0,0.05,1.09
1895,NASCAR Thunder 2004,PS2,Racing,Electronic Arts,0.53,0.41,0,0.14,1.08
1914,Dragon Ball Z: Taiketsu,GBA,Fighting,Atari,0.77,0.29,0,0.02,1.08
1953,Hulk,PS2,Action,Universal Interactive,0.52,0.41,0,0.14,1.06
1991,MVP Baseball 2003,PS2,Sports,Electronic Arts,0.51,0.4,0,0.13,1.04
1999,Naruto: Clash of Ninja 2,GC,Fighting,Nintendo,0.44,0.12,0.45,0.03,1.04
2020,NCAA March Madness 2004,PS2,Sports,Electronic Arts,0.5,0.39,0,0.13,1.03
2049,Championship Manager 3,PC,Sports,Eidos Interactive,0,0.93,0,0.08,1.01
2057,Ford Racing 2,PS2,Racing,Empire Interactive,0.49,0.38,0,0.13,1
2066,SoulCalibur II,XB,Fighting,Namco Bandai Games,0.78,0.18,0.03,0,1
2086,The Simpsons: Hit & Run,GC,Racing,Vivendi Games,0.77,0.2,0,0.03,0.99
2135,Fire Emblem,GBA,Strategy,Nintendo,0.49,0.18,0.29,0.01,0.97
2139,NHL 2004,PS2,Sports,Electronic Arts,0.47,0.37,0,0.12,0.97
2178,SpongeBob SquarePants: Battle for Bikini Bottom,GC,Platform,THQ,0.74,0.19,0,0.03,0.95
2185,Yu-Gi-Oh! Worldwide Edition: Stairway to the Destined Duel,GBA,Misc,Konami Digital Entertainment,0.68,0.25,0,0.02,0.95
2198,Colin McRae Rally 04,PS2,Racing,Codemasters,0.01,0.71,0.01,0.21,0.94
2205,Castlevania: Lament of Innocence,PS2,Action,Konami Digital Entertainment,0.46,0.36,0,0.12,0.94
2216,Prince of Persia: The Sands of Time,XB,Action,Ubisoft,0.57,0.33,0,0.04,0.94
2218,Hot Shots Golf Fore!,PS2,Sports,Sony Computer Entertainment,0.46,0.36,0,0.12,0.94
2238,Teenage Mutant Ninja Turtles,GBA,Action,Unknown,0.67,0.25,0,0.02,0.93
2246,Teenage Mutant Ninja Turtles,PS2,Action,Konami Digital Entertainment,0.45,0.35,0,0.12,0.92
2270,Starsky & Hutch,PS2,Racing,Empire Interactive,0.45,0.35,0,0.12,0.92
2282,Tokyo Xtreme Racer 3,PS2,Racing,Genki,0.35,0.27,0.21,0.09,0.91
2309,Sonic Heroes,XB,Platform,Sega,0.41,0.43,0.01,0.05,0.9
2324,Harry Potter: Quidditch World Cup,PS2,Sports,Electronic Arts,0.44,0.34,0,0.11,0.9
2339,Finding Nemo,GC,Action,THQ,0.69,0.18,0,0.02,0.89
2376,Crimson Skies: High Road to Revenge,XB,Simulation,Microsoft Game Studios,0.65,0.19,0,0.03,0.87
2384,Tom Clancy's Ghost Recon: Island Thunder,XB,Shooter,Ubisoft,0.61,0.24,0,0.03,0.87
2427,Dynasty Warriors 4: Xtreme Legends,PS2,Action,Tecmo Koei,0.17,0.13,0.51,0.04,0.86
2466,ATV Quad Power Racing 2,PS2,Racing,Acclaim Entertainment,0.41,0.32,0,0.11,0.84
2490,Brute Force,XB,Shooter,Microsoft Game Studios,0.62,0.18,0.01,0.03,0.83
2568,Star Wars Rogue Squadron III: Rebel Strike,GC,Simulation,LucasArts,0.62,0.16,0,0.02,0.8
2605,Harvest Moon: A Wonderful Life,GC,Role-Playing,Ubisoft,0.61,0.16,0,0.02,0.79
2625,FIFA Soccer 2004,XB,Sports,Electronic Arts,0.24,0.49,0,0.05,0.79
2681,Conflict: Desert Storm II - Back to Bagdhad,PS2,Shooter,SCi,0.38,0.29,0,0.1,0.77
2687,Cabela's Deer Hunt: 2004 Season,PS2,Sports,Activision Value,0.37,0.29,0,0.1,0.76
2695,MTV Celebrity Deathmatch,PS2,Fighting,Gotham Games,0.37,0.29,0,0.1,0.76
2792,Sword of Mana,GBA,Role-Playing,Nintendo,0.31,0.11,0.3,0.02,0.74
2817,Beyblade VForce: Ultimate Blader Jam,GBA,Action,Atari,0.52,0.19,0,0.01,0.73
2853,Mobile Suit Gundam: Encounters in Space,PS2,Simulation,Namco Bandai Games,0.05,0.04,0.61,0.01,0.72
2865,Virtua Fighter 4: Evolution,PS2,Fighting,Sega,0.35,0.27,0,0.09,0.71
2875,Silent Hill 3,PS2,Action,Konami Digital Entertainment,0.35,0.27,0,0.09,0.71
2890,"WarioWare, Inc.: Mega Party Game$",GC,Puzzle,Nintendo,0.2,0.05,0.44,0.02,0.71
2906,Tony Hawk's Underground,GC,Sports,Activision,0.54,0.14,0,0.02,0.7
2913,Kill.Switch,PS2,Shooter,Sony Computer Entertainment,0.34,0.27,0,0.09,0.7
2959,Dragon Ball Z: Budokai,GC,Fighting,Atari,0.53,0.14,0,0.02,0.69
2966,The Lord of the Rings: The Return of the King,GC,Action,Electronic Arts,0.53,0.14,0,0.02,0.69
2979,NBA Street Vol. 2,XB,Sports,Electronic Arts,0.62,0.04,0,0.02,0.68
2986,Naruto: Clash of Ninja,GC,Fighting,Tomy Corporation,0.53,0.14,0,0.02,0.68
3011,Return to Castle Wolfenstein: Tides of War,XB,Shooter,Activision,0.49,0.16,0,0.02,0.67
3043,The Fairly Odd Parents: Breakin Da Rules,PS2,Platform,THQ,0.33,0.25,0,0.09,0.67
3058,MLB 2004,PS2,Sports,Sony Computer Entertainment,0.32,0.25,0,0.08,0.66
3063,Finding Nemo,XB,Action,THQ,0.48,0.16,0,0.02,0.66
3069,Dragon Quest Monsters: Caravan Heart,GBA,Role-Playing,Enix Corporation,0,0,0.64,0.02,0.66
3079,The Sims: Bustin' Out,GC,Simulation,Electronic Arts,0.43,0.2,0,0.03,0.66
3103,F-Zero GX,GC,Racing,Nintendo,0.41,0.11,0.12,0.02,0.65
3115,Advance Wars 2: Black Hole Rising,GBA,Strategy,Nintendo,0.47,0.17,0,0.01,0.65
3118,Drakengard,PS2,Role-Playing,Square Enix,0.19,0.15,0.26,0.05,0.65
3144,Max Payne 2: The Fall of Max Payne,XB,Shooter,Take-Two Interactive,0.47,0.15,0,0.02,0.64
3153,X2: Wolverine's Revenge,PS2,Platform,Activision,0.31,0.24,0,0.08,0.64
3211,Mobile Suit Z Gundam: AEUG vs. Titans,PS2,Fighting,Namco Bandai Games,0,0,0.63,0,0.63
3251,Tiger Woods PGA Tour 2004,XB,Sports,Electronic Arts,0.47,0.13,0,0.02,0.62
3259,Viewtiful Joe,GC,Action,Capcom,0.38,0.1,0.12,0.02,0.62
3274,Pac-Man Player's Choice Bundle,GC,Misc,Namco Bandai Games,0.48,0.12,0,0.02,0.62
3302,Time Crisis 3,PS2,Shooter,Namco Bandai Games,0.3,0.23,0,0.08,0.61
3332,Naruto: Ultimate Ninja,PS2,Fighting,Atari,0.5,0.02,0,0.08,0.61
3336,Tony Hawk's Underground,GBA,Sports,Activision,0.43,0.16,0,0.01,0.6
3341,Backyard Wrestling: Don't Try This at Home,PS2,Fighting,Eidos Interactive,0.3,0.23,0,0.08,0.6
3382,Dai-2-Ji Super Robot Taisen α,PS2,Strategy,Banpresto,0,0,0.6,0,0.6
3417,Dead or Alive Xtreme Beach Volleyball,XB,Sports,Microsoft Game Studios,0.36,0.08,0.14,0.02,0.59
3434,Harvest Moon: Friends of Mineral Town,GBA,Simulation,Ubisoft,0.34,0.13,0.11,0.01,0.59
3435,Backyard NBA Basketball,PS2,Sports,Atari,0.29,0.22,0,0.07,0.59
3439,Mega Man X7,PS2,Action,Capcom,0.22,0.17,0.14,0.06,0.58
3464,Terminator 3: Rise of the Machines,PS2,Action,Atari,0.28,0.22,0,0.07,0.58
3547,SpongeBob SquarePants: Battle for Bikini Bottom,XB,Platform,THQ,0.45,0.1,0,0.02,0.57
3554,XIII,PS2,Shooter,Ubisoft,0.28,0.22,0,0.07,0.57
3562,True Crime: Streets of LA,GC,Action,Activision,0.44,0.11,0,0.02,0.56
3565,The Incredible Hulk,GBA,Action,Universal Interactive,0.4,0.15,0,0.01,0.56
3568,The Lord of the Rings: The Return of the King,GBA,Action,Electronic Arts,0.4,0.15,0,0.01,0.56
3571,The Sims: Bustin' Out,XB,Simulation,Electronic Arts,0.4,0.14,0,0.02,0.56
3591,WWE Raw 2,XB,Fighting,THQ,0.43,0.11,0,0.02,0.56
3596,Fullmetal Alchemist and the Broken Angel,PS2,Role-Playing,Square Enix,0.15,0.12,0.26,0.04,0.56
3604,Dr. Seuss' The Cat in the Hat,PS2,Misc,Vivendi Games,0.27,0.21,0,0.07,0.56
3606,Yu-Gi-Oh! Reshef of Destruction,GBA,Strategy,Konami Digital Entertainment,0.4,0.15,0,0.01,0.56
3610,ESPN NFL Football,PS2,Sports,Sega,0.27,0.21,0,0.07,0.56
3678,Tak and the Power of Juju,GBA,Platform,THQ,0.39,0.15,0,0.01,0.55
3685,American Idol,PS2,Misc,Codemasters,0.27,0.21,0,0.07,0.55
3701,Dance Dance Revolution Ultramix,XB,Simulation,Konami Digital Entertainment,0.42,0.11,0,0.02,0.54
3707,Front Mission 4,PS2,Strategy,Square Enix,0.14,0.11,0.25,0.04,0.54
3708,The Fairly Odd Parents: Breakin' Da Rules,GBA,Platform,THQ,0.39,0.14,0,0.01,0.54
3744,ESPN NBA Basketball,PS2,Sports,Sega,0.26,0.21,0,0.07,0.54
3752,The Hobbit,PS2,Platform,Vivendi Games,0.26,0.2,0,0.07,0.54
3753,War of the Monsters,PS2,Fighting,Sony Computer Entertainment,0.26,0.2,0,0.07,0.54
3767,Legacy of Kain: Defiance,PS2,Action,Eidos Interactive,0.26,0.2,0,0.07,0.53
3775,MLB SlugFest 20-04,PS2,Sports,Midway Games,0.26,0.2,0,0.07,0.53
3823,Return to Castle Wolfenstein: Operation Resurrection,PS2,Shooter,Activision,0.26,0.2,0,0.07,0.53
3857,J-League Pro Soccer Club o Tsukurou! 3,PS2,Sports,Sega,0,0,0.52,0,0.52
3860,Freedom Fighters,PS2,Shooter,Electronic Arts,0.25,0.2,0,0.07,0.52
3898,Madden NFL 2004,GC,Sports,Electronic Arts,0.4,0.1,0,0.01,0.51
3899,Jikkyou Powerful Pro Yakyuu 10,PS2,Sports,Konami Digital Entertainment,0,0,0.51,0,0.51
3916,NBA Live 2004,XB,Sports,Electronic Arts,0.44,0.04,0,0.02,0.51
3953,Looney Tunes: Back in Action,PS2,Platform,Warner Bros. Interactive Entertainment,0.25,0.19,0,0.06,0.5
3959,Midnight Club II,XB,Racing,Take-Two Interactive,0.42,0.06,0,0.02,0.5
4003,SplashDown: Rides Gone Wild,PS2,Racing,THQ,0.24,0.19,0,0.06,0.5
4035,Power Rangers: Dino Thunder,GBA,Action,THQ,0.35,0.13,0,0.01,0.49
4039,The Sims,GC,Simulation,Electronic Arts,0.35,0.13,0,0.01,0.49
4056,Barbie Horse Adventures: Wild Horse Rescue,PS2,Sports,Universal Interactive,0.24,0.19,0,0.06,0.49
4059,Taiko no Tatsujin: Appare Sandaime,PS2,Misc,Namco Bandai Games,0,0,0.49,0,0.49
4066,Spy Hunter 2,PS2,Racing,Midway Games,0.24,0.19,0,0.06,0.49
4103,Jeopardy!,PS2,Misc,Atari,0.24,0.18,0,0.06,0.48
4114,Secret Weapons Over Normandy,PS2,Simulation,LucasArts,0.24,0.18,0,0.06,0.48
4211,Downhill Domination,PS2,Racing,Codemasters,0.23,0.18,0,0.06,0.47
4271,Jampack Winter 2003 (RP-M),PS2,Misc,Sony Computer Entertainment,0.22,0.18,0,0.06,0.46
4273,Crash Nitro Kart,GBA,Racing,Vivendi Games,0.33,0.12,0,0.01,0.46
4298,Mother 1+2,GBA,Role-Playing,Nintendo,0,0,0.45,0.01,0.46
4303,Top Spin,XB,Sports,Microsoft Game Studios,0.36,0.08,0,0.02,0.46
4321,Enter the Matrix,GC,Action,Atari,0.34,0.09,0.02,0.01,0.45
4346,Star Wars Jedi Knight: Jedi Academy,XB,Shooter,Activision,0.34,0.1,0,0.02,0.45
4364,Sphinx and the Cursed Mummy,PS2,Action,THQ,0.22,0.17,0,0.06,0.45
4398,ATV Quad Power Racing 2,XB,Racing,Acclaim Entertainment,0.36,0.07,0,0.01,0.45
4429,Spawn: Armageddon,PS2,Action,Electronic Arts,0.22,0.17,0,0.06,0.44
4439,Densetsu no Stafi 2,GBA,Platform,Nintendo,0,0,0.43,0.01,0.44
4469,Wario World,GC,Platform,Nintendo,0.34,0.09,0,0.01,0.44
4470,Scooby-Doo! Mystery Mayhem,GBA,Action,THQ,0.31,0.12,0,0.01,0.44
4472,Taiko no Tatsujin: Doki! Shinkyoku Darake no Haru Matsuri,PS2,Misc,Namco Bandai Games,0,0,0.44,0,0.44
4477,Battlebots: Design & Destroy,GBA,Action,Majesco Entertainment,0.31,0.12,0,0.01,0.44
4498,Primal,PS2,Action,Sony Computer Entertainment,0.21,0.17,0,0.06,0.43
4510,NCAA Football 2004,XB,Sports,Electronic Arts,0.4,0.02,0,0.02,0.43
4514,Bionicle,PS2,Action,Electronic Arts,0.21,0.17,0,0.06,0.43
4523,Mega Man Zero 2,GBA,Platform,Capcom,0.18,0.07,0.17,0.01,0.43
4530,Hunter: The Reckoning  Wayward,PS2,Action,Interplay,0.21,0.16,0,0.06,0.43
4541,EverQuest Online Adventures,PS2,Role-Playing,Sony Online Entertainment,0.21,0.16,0,0.05,0.43
4558,Midway Arcade Treasures,XB,Misc,Midway Games,0.33,0.08,0,0.01,0.43
4580,Medal of Honor: Rising Sun,GC,Shooter,Electronic Arts,0.33,0.09,0,0.01,0.42
4581,The Sims,XB,Simulation,Electronic Arts,0.31,0.1,0,0.01,0.42
4583,Dog's Life,PS2,Adventure,Sony Computer Entertainment,0.21,0.16,0,0.05,0.42
4595,All-Star Baseball 2004,PS2,Sports,Acclaim Entertainment,0.21,0.16,0,0.05,0.42
4596,Big Strike Bowling,PS,Sports,Gotham Games,0.23,0.16,0,0.03,0.42
4605,Hot Wheels World Race,PS2,Racing,THQ,0.21,0.16,0,0.05,0.42
4622,The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,PS2,Action,THQ,0.21,0.16,0,0.05,0.42
4676,NBA Jam,PS2,Sports,Acclaim Entertainment,0.2,0.16,0,0.05,0.41
4677,Zone of the Enders: The 2nd Runner,PS2,Simulation,Konami Digital Entertainment,0.15,0.12,0.11,0.04,0.41
4680,Jampack Spring 2004 (RP-T),PS2,Misc,Sony Computer Entertainment,0.2,0.16,0,0.05,0.41
4682,NFL GameDay 2004,PS2,Sports,Sony Computer Entertainment,0.2,0.16,0,0.05,0.41
4780,Disney's Hercules / Disney's The Jungle Book: Groove Party / A Bug's Life,PS,Misc,Sony Computer Entertainment,0.23,0.15,0,0.03,0.4
4790,Tak and the Power of Juju,GC,Platform,THQ,0.31,0.08,0,0.01,0.4
4805,Harry Potter: Quidditch World Cup,GC,Sports,Electronic Arts,0.31,0.08,0,0.01,0.4
4865,I-Ninja,PS2,Platform,Sony Computer Entertainment,0.19,0.15,0,0.05,0.4
4898,Disney's Brother Bear,GBA,Action,THQ,0.28,0.1,0,0.01,0.39
4929,SSX 3,XB,Sports,Electronic Arts,0.29,0.08,0,0.01,0.39
4939,Jampack Winter 2003 (RP-T),PS2,Misc,Sony Computer Entertainment,0.19,0.15,0,0.05,0.39
4952,Chessmaster,PS2,Misc,Ubisoft,0.19,0.15,0,0.05,0.39
4975,Harry Potter: Quidditch World Cup,GBA,Sports,Electronic Arts,0.28,0.1,0,0.01,0.39
4978,Evil Dead: Fistfull of Boomstick,PS2,Action,THQ,0.19,0.15,0,0.05,0.38
4984,Shin Megami Tensei: Nocturne,PS2,Role-Playing,Ghostlight,0.07,0.05,0.25,0.02,0.38
5024,SSX 3,GC,Sports,Electronic Arts,0.29,0.08,0,0.01,0.38
5029,Risk: Global Domination,PS2,Strategy,Atari,0.19,0.15,0,0.05,0.38
5052,Pokemon Channel,GC,Adventure,Nintendo,0.24,0.06,0.07,0.01,0.38
5111,Reel Fishing III,PS2,Sports,Natsume,0.18,0.14,0,0.05,0.37
5137,Barbie Horse Adventures: Blue Ribbon Race,GBA,Sports,Knowledge Adventure,0.26,0.1,0,0.01,0.37
5140,Slime MoriMori Dragon Quest: Shougeki No Shippo Dan,GBA,Adventure,Square Enix,0,0,0.36,0.01,0.37
5178,High Heat Major League Baseball 2004,PS2,Sports,3DO,0.18,0.14,0,0.05,0.36
5225,ESPN NFL Football,XB,Sports,Sega,0.27,0.08,0,0.01,0.36
5236,Disney's The Haunted Mansion,PS2,Platform,Take-Two Interactive,0.18,0.14,0,0.05,0.36
5237,Arc the Lad: Twilight of the Spirits,PS2,Role-Playing,Sony Computer Entertainment,0.18,0.14,0,0.05,0.36
5281,Momotarou Dentetsu 12,PS2,Misc,Hudson Soft,0,0,0.35,0,0.35
5284,Batman: Rise of Sin Tzu,PS2,Action,Ubisoft,0.17,0.13,0,0.05,0.35
5286,Cabela's Dangerous Hunts,XB,Sports,Zoo Digital Publishing,0.26,0.08,0,0.01,0.35
5295,WWE Crush Hour,PS2,Racing,THQ,0.17,0.13,0,0.04,0.35
5297,Star Wars: Flight of the Falcon,GBA,Action,THQ,0.25,0.09,0,0.01,0.35
5311,Resident Evil: Dead Aim,PS2,Action,Capcom,0.17,0.13,0,0.04,0.35
5313,The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,GBA,Action,THQ,0.25,0.09,0,0.01,0.35
5317,Xbox Music Mixer,XB,Misc,Microsoft Game Studios,0.26,0.08,0,0.01,0.35
5330,Karaoke Revolution,PS2,Misc,Konami Digital Entertainment,0.17,0.13,0,0.04,0.35
5333,Metal Arms: Glitch in the System,PS2,Shooter,Vivendi Games,0.17,0.13,0,0.04,0.35
5370,Monster Rancher 4,PS2,Simulation,Tecmo Koei,0.08,0.06,0.19,0.02,0.34
5424,Teenage Mutant Ninja Turtles,GC,Action,Konami Digital Entertainment,0.26,0.07,0,0.01,0.34
5451,Beyond Good & Evil,PS2,Adventure,Ubisoft,0.16,0.13,0,0.04,0.33
5452,Banjo-Kazooie: Grunty's Revenge,GBA,Platform,THQ,0.24,0.09,0,0.01,0.33
5468,WWE Wrestlemania XIX,GC,Fighting,THQ,0.26,0.07,0,0.01,0.33
5471,Hulk,XB,Action,Universal Interactive,0.25,0.07,0,0.01,0.33
5476,Deus Ex: Invisible War,XB,Shooter,Eidos Interactive,0.25,0.07,0,0.01,0.33
5508,Way of the Samurai 2,PS2,Action,Capcom,0.05,0.04,0.23,0.01,0.33
5526,Disgaea: Hour of Darkness,PS2,Role-Playing,Tecmo Koei,0.16,0.13,0,0.04,0.33
