Rank,Name,Platform,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
9373,DmC: Devil May Cry,XOne,Action,Capcom,0.08,0.04,0,0.01,0.13
9395,Rugby 15,PS3,Sports,Bigben Interactive,0.02,0.09,0,0.02,0.13
9413,Pro Baseball Spirits 2015,PSV,Action,Konami Digital Entertainment,0,0,0.13,0,0.13
9419,Super Robot Wars BX,3DS,Action,Namco Bandai Games,0,0,0.13,0,0.13
9430,Resident Evil: Revelations 2,PSV,Action,Capcom,0.01,0.05,0.06,0.01,0.13
9473,Hasbro Family Fun Pack,XOne,Misc,Ubisoft,0.1,0.02,0,0.01,0.13
9513,Brothers: A Tale of Two Sons,PS4,Adventure,505 Games,0.03,0.08,0,0.02,0.13
9570,Pro Evolution Soccer 2016,X360,Sports,Konami Digital Entertainment,0.04,0.08,0,0.01,0.13
9571,Batman: Arkham Knight,PC,Action,Warner Bros. Interactive Entertainment,0.08,0.03,0,0.01,0.13
9578,Gravity Rush Remastered,PS4,Action,Sony Computer Entertainment,0.02,0.05,0.04,0.01,0.13
9583,Assassination Classroom: Grand Siege on Kuro-sensei,3DS,Action,Namco Bandai Games,0,0,0.13,0,0.13
9729,Final Fantasy XIV: Heavensward,PS4,Action,Square Enix,0,0.05,0.06,0.01,0.12
9756,WRC 5: FIA World Rally Championship,PS3,Sports,Bigben Interactive,0.02,0.09,0,0.02,0.12
9782,Shin Megami Tensei: Devil Survivor 2,3DS,Role-Playing,Atlus,0,0.03,0.09,0,0.12
9907,Rodea the Sky Soldier,WiiU,Action,Nippon Ichi Software,0.08,0.02,0.01,0.01,0.12
9918,Don Bradman Cricket 14,PS4,Sports,Tru Blu Entertainment,0.01,0.09,0,0.02,0.12
9920,MegaTagmension Blanc + Neptune VS Zombies,PSV,Action,Idea Factory International,0.02,0.03,0.05,0.01,0.12
9959,Deadpool,XOne,Action,Activision,0.08,0.03,0,0.01,0.12
9991,Sword Art Online: Hollow Fragment,PS4,Role-Playing,Namco Bandai Games,0,0.1,0,0.02,0.12
10031,Tony Hawk's Pro Skater 5,XOne,Sports,Activision,0.08,0.02,0,0.01,0.11
